Name,"Keyword Preview",Location,"Modified Time","Change Time","Access Time","Created Time",Size,"Flags(Dir)","Flags(Meta)",Known,"MD5 Hash","SHA-256 Hash","MIME Type",Extension
digopt.msi,"JVBBf
cg&l
R{8h
RLYm
B`«sDK«
_+<h
G#XWDq
7oijn
Q3'.x","/img_var1.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/cf8ec753e88561d2ddb53e183dc05c3e/digopt.msi","2004-08-04 16:00:00 MSD","2008-10-21 03:43:10 MSD","2008-10-21 04:59:03 MSD","2008-10-21 03:25:28 MSD",863232,Allocated,Allocated,unknown,"409679dc19a2831b0ec9bd42649f9edb","cd36952b9599cc36d8bb9d42cf344a6477c77eb2828318af12212ecaafcb4977","application/x-ms-installer",msi
vminst.log,"Files\VMware\VMware Tools\VSock «SDK«\bin\win32\vsocklib.dll","/img_var1.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temp/vminst.log","2008-10-21 02:00:38 MSD","2008-10-21 02:00:38 MSD","2008-10-21 02:00:38 MSD","2008-10-21 01:58:46 MSD",32017,Allocated,Allocated,unknown,"e76e6fa26ce411761cb7c8629083b308","799e5200a11b243d59677d42e430c3f2f6f19c48ede50d2b149a5ace8c8c454b",text/x-log,log
"vmmsi.log_20081020_150038_Failed.log","Note: 1: 1325 2: VASST-«SDK« 
MSI (c) (1C:2C) [14:59:50:015]:","/img_var1.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temp/vmmsi.log_20081020_150038_Failed.log","2008-10-21 02:00:38 MSD","2008-10-21 02:00:38 MSD","2008-10-21 02:00:38 MSD","2008-10-21 02:00:38 MSD",3108522,Allocated,Allocated,unknown,"a2e2cc140b1b43bad82d1e541946ef63","5fe9cf7a7427689e08071c4bb94935b666936a52eaa1e8ccbd1370930ff0a947",text/x-log,log
A0000360.dll,"Shammi Inc.
Shammi Inc. ROC «SDK«
Data\Acts\Fireman.act
I","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP5/A0000360.dll","2004-08-04 16:00:00 MSD","2008-10-21 04:43:49 MSD","2008-10-21 04:38:47 MSD","2004-08-04 16:00:00 MSD",1190796,Allocated,Allocated,unknown,"08422922f974f9fab47176c1cc2f21c4","d8912eecbc9edc468c0ac45fdb8175ce91bf5add5374330a5f7f58e243540dce",application/octet-stream,dll
vbc7ui.ja.dll,"0g0Y0
0/.NET Framework «SDK« 
0 (mscorlib.dll) n04X@bg0Y0","/img_var1.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/cf8ec753e88561d2ddb53e183dc05c3e/vbc7ui.ja.dll","2008-04-13 20:11:45 MSD","2008-10-21 03:43:21 MSD","2008-10-21 05:00:24 MSD","2008-04-13 20:11:45 MSD",126976,Allocated,Allocated,unknown,"fa1fe73d03b3861c05cb26cabdbe4f96","7ed4549172057ab9b854ec42b3557325c90df8c09c69d30363c911f1a6556393",application/x-msdownload,dll
BRANDING.XML,"Software Development Kit («SDK«)""/>
		<VisioSDKNameVersion","/img_var1.E01/vol_vol2/Program Files/Common Files/Microsoft Shared/OFFICE12/Office Setup Controller/Office.en-us/BRANDING.XML","2008-10-28 19:40:05 MSK","2008-10-28 19:40:27 MSK","2008-10-28 19:40:27 MSK","2008-10-28 19:40:05 MSK",509007,Allocated,Allocated,unknown,"d49f44f629b40feb7d619435aea68f81","00c4ca5670a7a3b382ca771ae4c2f3d90fe12bc7dc0580fcaeb99999ea35b77f",text/xml,xml
mqupgrd.dll,"MSMQOCM.INF
\setup\exchconn
\«sdk«\debug
\setup
mqupgrd/creatobj","/img_var1.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/cf8ec753e88561d2ddb53e183dc05c3e/mqupgrd.dll","2008-04-14 04:11:58 MSD","2008-10-21 03:43:16 MSD","2008-10-21 05:00:34 MSD","2008-04-14 04:11:58 MSD",49152,Allocated,Allocated,unknown,"36b260716990f02d510390d9f4e6b073","dbb60bf989963c8bcddfc7cea1126231c2adc9790e0bfeced72072340a42d84a",application/x-msdownload,dll
A0002357.dll,"Software\Microsoft\Directx «SDK«
%.2X
%.4X
%.8X
kiid_idi","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP5/A0002357.dll","2004-08-04 16:00:00 MSD","2008-10-21 04:50:13 MSD","2008-10-21 04:37:30 MSD","2004-08-04 16:00:00 MSD",1227264,Allocated,Allocated,unknown,"125bfdc4a39766bf2334be2fc33a5318","ce03eea837a0b9c4b0d1bd25ab105e9b30a8a89b48e9c459ded876b19df774d9",application/x-msdownload,dll
nsldap32v50.dll,"0_Depend\mozilla\directory\c-«sdk«\ldap\libraries\libldap\","/img_var1.E01/vol_vol2/Program Files/Mozilla Thunderbird/nsldap32v50.dll","2008-09-15 13:36:47 MSD","2008-10-21 19:11:21 MSD","2008-10-30 05:54:42 MSK","2008-10-21 19:11:31 MSD",145040,Allocated,Allocated,unknown,"93ca099e39163d2cb507a3d8c579f3b5","1bf56f32586253973b4d9e46289d183bc7d41efdea5fbee9ddda522f72b039e8",application/x-msdownload,dll
iis.inf,"=32771,«sdk«\admin
iis_sdk02_files=32771,«sdk«\asp
i","/img_var1.E01/vol_vol2/WINDOWS/ServicePackFiles/i386/iis.inf","2008-04-14 04:25:21 MSD","2008-10-21 05:00:16 MSD","2008-10-21 05:00:16 MSD","2008-04-14 04:25:21 MSD",836490,Allocated,Allocated,unknown,"137cf4d21fdb24be2925d26cfb8901f1","535e625015aa368c62f4f68ea127c047d6e2642392c1a23257cad82321e7d0a4",text/plain,inf
OSETUPUI.DLL,"Core Files
VisioSDK	Visio «SDK«
Visio Software Development","/img_var1.E01/vol_vol2/Program Files/Common Files/Microsoft Shared/OFFICE12/Office Setup Controller/Office.en-us/OSETUPUI.DLL","2006-10-27 08:06:50 MSD","2008-10-28 19:40:20 MSK","2008-10-28 19:40:20 MSK","2006-10-27 08:06:50 MSD",184632,Allocated,Allocated,unknown,"c9324b11b52b29d7fd6ded6ae5860491","d0777af2b93e319999c7fc4b102f872175dc8c82b6875d2e87d731f2f748c99a",application/x-msdownload,dll
nsldappr32v50.dll,"0_Depend\mozilla\directory\c-«sdk«\ldap\libraries\libprlda","/img_var1.E01/vol_vol2/Program Files/Mozilla Thunderbird/nsldappr32v50.dll","2008-09-15 13:36:47 MSD","2008-10-21 19:11:21 MSD","2008-10-30 05:54:42 MSK","2008-10-21 19:11:31 MSD",30352,Allocated,Allocated,unknown,"21bc7789fcc6f752e5795a97762531ed","eaf4bffd82e458683e861e537f4dddff85aa54282642cb902a9742216600aeff",application/x-msdownload,dll
WINWORD.HXS,"UPl
F\Ek$W>
Z-#0
H|z'
{«sDK«
n1U""
h//K
m)Aa
K5hx
efZ^^","/img_var1.E01/vol_vol2/Program Files/Microsoft Office/Office12/1033/WINWORD.HXS","2006-10-21 03:44:26 MSD","2008-10-28 19:45:56 MSK","2008-10-28 19:45:56 MSK","2006-10-21 03:44:26 MSD",4074540,Allocated,Allocated,unknown,"f05af94c76705ca95123e5cb7d455192","b84c06b4b746db84247b058753c7a745e235281daf364897b070a6f779e01edf",application/x-msdownload,hxs
spconw.chm,"Software Developer's Kit («SDK«)


		White papers from","/img_var1.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/cf8ec753e88561d2ddb53e183dc05c3e/ip/spconw.chm","2004-08-04 16:00:00 MSD","2008-10-21 03:43:14 MSD","2008-10-21 05:00:13 MSD","2008-10-21 03:26:05 MSD",202413,Allocated,Allocated,unknown,"bc4778c97b8fb369d41713901ac6066f","0723ceac7605fcafc8ea9465f5b59a62e2d7febf25b0b9f0e5a493cc5c879f6c","application/vnd.ms-htmlhelp",chm
SET509.tmp,"d:\xpsp\admin\wmi\wbem\«sdk«\framedyn\clsfctry.cpp
C","/img_var1.E01/vol_vol2/WINDOWS/system32/wbem/SET509.tmp","2008-04-14 04:11:53 MSD","2008-10-21 05:32:41 MSD","2008-10-30 19:47:43 MSK","2008-10-21 01:34:50 MSD",185344,Unallocated,Allocated,unknown,"4306fa2f1099d7c606139255fdb62b19","75a0a99b9d8b0e2b39a8093f72dc283d5f2d56fb731c2ba193579dce916030a0",application/x-msdownload,tmp
update.exe,"F79E
SVW`
SVW3
u }%
_^][
«Sdk«#SO
Z0Oi
L00/
iN|?
j<j5
_^][","/img_var1.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/e59aa0bf8ffee6bb7d565028a40e2f6e/update/update.exe","2007-11-30 14:18:51 MSK","2008-10-29 19:34:10 MSK","2008-10-30 14:01:53 MSK","2008-10-29 19:34:03 MSK",755576,Allocated,Allocated,unknown,"0ff4e4e0dd01e7872d9c2013560fd4a7","fadc30d8a636762c424ff4f49d528f22d59c46c20c24c5c4b73badb4deb5e8a1",application/x-dosexec,exe
d3d8.dll,"application is compiled with «SDK« version (%d) but the currently","/img_var1.E01/vol_vol2/WINDOWS/$NtServicePackUninstall$/d3d8.dll","2004-08-04 16:00:00 MSD","2008-10-21 04:37:44 MSD","2008-10-21 04:37:44 MSD","2008-10-21 04:37:44 MSD",1179648,Allocated,Allocated,unknown,"42803ec60803c1a0754671e9183458f1","ac1cf0a12f26901e95a07344f14ee837c4d17caa19db907f66bb1600162967de",application/x-msdownload,dll
d3d9.dll,"against the appropriate «SDK« for the installed runtime","/img_var1.E01/vol_vol2/WINDOWS/$NtServicePackUninstall$/d3d9.dll","2004-08-04 16:00:00 MSD","2008-10-21 04:40:40 MSD","2008-10-21 04:40:40 MSD","2008-10-21 04:40:40 MSD",1689088,Allocated,Allocated,unknown,"d67bdbbda86cc9aeebbaf3217c1717d8","bfd90679a7c2d5e7581f3235947e3e99b93d20f7e96d2e29ec7485ac90da7579",application/x-msdownload,dll
d3dim700.dll,"m\public\«sdk«\inc -Id:\xpsprtm\public\«sdk«\inc\crt -D_X86_=1","/img_var1.E01/vol_vol2/WINDOWS/$NtServicePackUninstall$/d3dim700.dll","2004-08-04 16:00:00 MSD","2008-10-21 04:37:44 MSD","2008-10-21 04:37:44 MSD","2008-10-21 04:37:44 MSD",825344,Allocated,Allocated,unknown,"8e19878192348e8bd426a389c942808e","027d4d0e4169660494813b1cb8464ba391ea6ffcb71b712820a0b1aa3ac517be",application/x-msdownload,dll
plyr_err.chm,"Software Development Kit («SDK«) at the Microsoft Web site","/img_var1.E01/vol_vol2/WINDOWS/system32/dllcache/plyr_err.chm","2004-08-04 16:00:00 MSD","2008-10-21 05:02:08 MSD","2008-10-21 05:02:08 MSD","2008-10-21 03:28:16 MSD",77307,Allocated,Allocated,unknown,"d911d228e3342699b7eaaa353ef31ba3","a18eee61bdc16afb8d990f0c3297deba03c778aa0c09b2d88b06746baa69a2f7","application/vnd.ms-htmlhelp",chm
dvdupgrd.htm-slack,"Files\VMware\VMware Tools\Guest «SDK«\vmGuestLibJava\doc\,  Size:","/img_var1.E01/vol_vol2/WINDOWS/pchealth/helpctr/System/DVDUpgrd/dvdupgrd.htm-slack","2008-10-21 05:05:24 MSD","2008-10-21 05:05:24 MSD","2008-10-21 05:05:24 MSD","2008-10-21 05:05:24 MSD",2440,Allocated,Allocated,unknown,,,application/octet-stream,htm-slack
icudt38.dll,"gumic)j
*jGzlj
l%(u
0W?eSOu
;«SDK« W0]
0>-N&
NkOOS
PBIQGeQ=","/img_var1.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Application Data/Google/Chrome/Application/0.2.149.30/icudt38.dll","2008-09-14 14:20:53 MSD","2008-10-21 08:15:27 MSD","2008-10-21 08:16:25 MSD","2008-10-21 08:15:29 MSD",8835072,Allocated,Allocated,unknown,"47e2aade2a0b723ae2810b61d5c549d7","6280862e88239be2e7f6a0d7fcefd0236eb6a1b81389e7b356a4efbe033bc04d",application/x-msdownload,dll
A0001413.dll,"m\public\«sdk«\inc -Id:\xpsprtm\public\«sdk«\inc\crt -D_X86_=1","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP5/A0001413.dll","2004-08-04 16:00:00 MSD","2008-10-21 04:44:26 MSD","2008-10-21 01:38:36 MSD","2004-08-04 16:00:00 MSD",825344,Allocated,Allocated,unknown,"8e19878192348e8bd426a389c942808e","027d4d0e4169660494813b1cb8464ba391ea6ffcb71b712820a0b1aa3ac517be",application/x-msdownload,dll
A0001414.dll,"against the appropriate «SDK« for the installed runtime","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP5/A0001414.dll","2004-08-04 16:00:00 MSD","2008-10-21 04:44:26 MSD","2008-10-21 04:40:40 MSD","2004-08-04 16:00:00 MSD",1689088,Allocated,Allocated,unknown,"d67bdbbda86cc9aeebbaf3217c1717d8","bfd90679a7c2d5e7581f3235947e3e99b93d20f7e96d2e29ec7485ac90da7579",application/x-msdownload,dll
kernel32.dll,"Consult the Windows Installer «SDK« for detailed command line","/img_var1.E01/vol_vol2/WINDOWS/$NtServicePackUninstall$/kernel32.dll","2004-08-04 16:00:00 MSD","2008-10-21 04:33:58 MSD","2008-10-21 04:33:58 MSD","2008-10-21 04:33:57 MSD",983552,Allocated,Allocated,unknown,"888190e31455fad793312f8d087146eb","0a7841f14197177f69d120fe92c55cbb3506b73449e42198ab03432dcbe7f251",application/x-msdownload,dll
A0001416.dll,"application is compiled with «SDK« version (%d) but the currently","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP5/A0001416.dll","2004-08-04 16:00:00 MSD","2008-10-21 04:44:27 MSD","2008-10-21 01:38:36 MSD","2004-08-04 16:00:00 MSD",1179648,Allocated,Allocated,unknown,"42803ec60803c1a0754671e9183458f1","ac1cf0a12f26901e95a07344f14ee837c4d17caa19db907f66bb1600162967de",application/x-msdownload,dll
BD10972_.GIF,"`3
$Kx{Q-
}<Ab""3&
)K':
5]«sDk«
g-+RfoR
,cOx
a+i'
A{Cg%","/img_var1.E01/vol_vol2/Program Files/Microsoft Office/CLIPART/PUB60COR/BD10972_.GIF","1998-03-15 13:52:30 MSK","2008-10-28 19:47:51 MSK","2008-10-28 19:47:51 MSK","1998-03-15 13:52:30 MSK",20189,Allocated,Allocated,unknown,"9e3486dcacae26faf429faa54a6226e3","1af37e60b173656080052a2a513bb7a38a323d7e4503aa7bd0d72b31121f1e85",image/gif,gif
smi2smir.exe,"information, see the WBEM «SDK« documentation.
Panic: Unknown","/img_var1.E01/vol_vol2/WINDOWS/$NtServicePackUninstall$/smi2smir.exe","2004-08-04 16:00:00 MSD","2008-10-21 04:38:48 MSD","2008-10-21 04:38:48 MSD","2008-10-21 04:38:48 MSD",236544,Allocated,Allocated,unknown,"b39375ca677af22cf3567f6bb04150aa","2b70ce063010927f15e731158a08b5875f3f5f8784765a4b6418f93939bd300d",application/x-dosexec,exe
A0001426.dll,"n\command
CERFile
.cer
«sDk«{
mFriendlyTypeName
CLSID\","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP5/A0001426.dll","2004-08-04 16:00:00 MSD","2008-10-21 04:44:27 MSD","2008-10-21 01:38:06 MSD","2004-08-04 16:00:00 MSD",53760,Allocated,Allocated,unknown,"a6419ee5ffc57b40d52bfaf995d4faa3","f98ccbda27e43ef2a43a194fd2b403c2a41553ec863e8b47b4722fcb2f53fa27",application/x-msdownload,dll
mscorcfg.dll,"Microsoft .NET Framework «SDK« documentation.</font></","/img_var1.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/cf8ec753e88561d2ddb53e183dc05c3e/mscorcfg.dll","2007-06-27 16:54:57 MSD","2008-10-21 03:43:16 MSD","2008-10-21 05:00:16 MSD","2007-06-27 16:54:57 MSD",1564672,Allocated,Allocated,unknown,"b678605d1072bfa0d7ccb979258cda80","9e813f9772ef86086d4aa9a1b08880c9c214f93136ee9c2bcc16aa3713f0abdd",application/x-msdownload,dll
sprc0410.dll,"nel Microsoft Platform «SDK«.
Avviso:
Se si attiva questa","/img_var1.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/cf8ec753e88561d2ddb53e183dc05c3e/ip/sprc0410.dll","2008-04-13 22:39:28 MSD","2008-10-21 03:43:15 MSD","2008-10-21 05:01:42 MSD","2008-04-13 22:39:28 MSD",658432,Allocated,Allocated,unknown,"9aa76e9a18686965da80fec668966c05","3afa6acf2c8c87bed1d79b27d67e4017eba53ba8ad9d488a726d756ade9f62a9",application/x-msdownload,dll
wbemcons.mfl,"an event, see the Win32 «SDK« documentation for CreateProcess","/img_var1.E01/vol_vol2/WINDOWS/system32/wbem/wbemcons.mfl","2004-08-04 16:00:00 MSD","2008-10-21 01:35:00 MSD","2008-10-21 01:35:37 MSD","2008-10-21 01:35:00 MSD",13110,Allocated,Allocated,unknown,"2c62578d27a0a9964bbc34051a05df8a","1c5603b70598fdf7803f02423f83b5e81db4b04ce43e0addd7a92f7e9cc3258b",text/plain,mfl
wbemcons.mof,"an event, see the Win32 «SDK« documentation for CreateProcess","/img_var1.E01/vol_vol2/WINDOWS/system32/wbem/wbemcons.mof","2004-08-04 16:00:00 MSD","2008-10-21 01:35:00 MSD","2008-10-21 01:35:37 MSD","2008-10-21 01:35:00 MSD",18004,Allocated,Allocated,unknown,"205f272e968aef1053cb7d65d530d089","0a8764b4f1e8976120e9866729ad93467852eabb9bb3e37ebf603c3de591d6b2",text/plain,mof
A0001437.dll,"ic\«sdk«\inc\atl30\atlcom.h
D:\QXP_SLP\public\«sdk«\in","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP5/A0001437.dll","2004-08-04 16:00:00 MSD","2008-10-21 04:44:28 MSD","2008-10-21 01:38:35 MSD","2008-10-21 01:34:53 MSD",1251840,Allocated,Allocated,unknown,"652603d2a664d9bfc1d5eb0a9faea016","3fca278221bc9ee3f79c1ad50be056a315ca8eac495464ff6a8084771470237d",application/x-msdownload,dll
framedyn.dll,"d:\xpsp\admin\wmi\wbem\«sdk«\framedyn\clsfctry.cpp
C","/img_var1.E01/vol_vol2/WINDOWS/ServicePackFiles/i386/framedyn.dll","2008-04-14 04:11:53 MSD","2008-10-21 04:55:11 MSD","2008-10-21 04:55:11 MSD","2008-04-14 04:11:53 MSD",185344,Allocated,Allocated,unknown,"4306fa2f1099d7c606139255fdb62b19","75a0a99b9d8b0e2b39a8093f72dc283d5f2d56fb731c2ba193579dce916030a0",application/x-msdownload,dll
ntkrpamp.exe-slack,"o
dku naleznete v sadi «SDK« instalaen
slu~
by syst
mu","/img_var1.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/e76b316b6389286fbb342d033e63f1ba/SP2QFE/ntkrpamp.exe-slack","2008-08-14 13:18:46 MSD","2008-10-29 19:33:11 MSK","2008-10-30 14:01:38 MSK","2008-10-29 19:32:37 MSK",2560,Allocated,Allocated,unknown,,,application/octet-stream,exe-slack
A0001440.dll,"partition for the admin «SDK«. The admin «SDK« will use the base","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP5/A0001440.dll","2004-08-04 16:00:00 MSD","2008-10-21 04:44:28 MSD","2008-10-21 01:38:34 MSD","2004-08-04 16:00:00 MSD",792064,Allocated,Allocated,unknown,"6728270cb7dbb776ed086f5ac4c82310","84dc201d861ac9c550f9fe2c2d75e6465f254851ba5b43120130c3235bd2e717",application/x-msdownload,dll
"Thunderbird Setup 2.0.0.17.exe","jTNl(t
IX'$
-""=w&
G14)
«SDk«}
dz-/
46'Y
E` xX
@Dzk
{x|V|=","/img_var1.E01/vol_vol2/Documents and Settings/All Users/Documents/Thunderbird Setup 2.0.0.17.exe","2008-10-21 02:45:16 MSD","2008-10-30 06:16:58 MSK","2008-10-30 06:18:02 MSK","2008-10-21 02:45:16 MSD",6760680,Allocated,Allocated,unknown,"3af74dc21924a291740511614e0094a5","81794ec7b51a8212e99e48062337ed47a4c8452f7d348111ca2d66c6d9c2dde2",application/x-dosexec,exe
d3dim700.dll,"-Id:\xpsp\public\«sdk«\inc -Id:\xpsp\public\«sdk«\inc\crt -D_X86_=1","/img_var1.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/cf8ec753e88561d2ddb53e183dc05c3e/d3dim700.dll","2008-04-14 04:11:51 MSD","2008-10-21 03:43:10 MSD","2008-10-21 04:56:14 MSD","2008-04-14 04:11:51 MSD",824320,Allocated,Allocated,unknown,"56adb11f7d4d0816c0be1e701c1b5e52","8986e38f7cb4deed83b0614a8ba37b20c3c30b7a3efd1a17a9d0b3ebff58ae8b",application/x-msdownload,dll
A0000431.dll,"information, see the WBEM «SDK« documentation.
Panic: Unknown","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP5/A0000431.dll","2004-08-04 16:00:00 MSD","2008-10-21 04:43:51 MSD","2008-10-21 01:40:03 MSD","2008-10-21 01:40:03 MSD",236544,Allocated,Allocated,unknown,"b39375ca677af22cf3567f6bb04150aa","2b70ce063010927f15e731158a08b5875f3f5f8784765a4b6418f93939bd300d",application/x-msdownload,dll
bg_topleft.bmp,".7*6FTcv
vdN9&
7.4DQi}
«sdK«:$
7+4BOiz{
zaP:&
7+6BRcm","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP5/A0002740.wmz/bg_topleft.bmp","2004-07-17 12:44:26 MSD","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",5766,Allocated,Allocated,unknown,"6af389bde80cf568e7c1166c90b34929","f076a53c9a4ab1c5918af825ed40961feb0e57b55bec5e5c9e65641574b64219",image/bmp,bmp
mssoap1.dll,"FileDescription
Microsoft Soap «SDK«
FileVersion
1.02.814.0","/img_var1.E01/vol_vol2/Program Files/Common Files/MSSoap/Binaries/mssoap1.dll","2004-08-04 16:00:00 MSD","2008-10-21 01:35:54 MSD","2008-10-21 01:39:34 MSD","2008-10-21 01:35:54 MSD",235520,Allocated,Allocated,unknown,"85c22a362f588a47dde85dc94e0f73e3","75d3100192f11cd3e735462f8b1e7231260265c77a98692180fada27ff3f3c22",application/x-msdownload,dll
wisc10.dll,"YSOAPAction: 
YUser-Agent: SOAP «Sdk«
Content-Type: text/xml
YPOST","/img_var1.E01/vol_vol2/Program Files/Common Files/MSSoap/Binaries/wisc10.dll","2004-08-04 16:00:00 MSD","2008-10-21 01:35:54 MSD","2008-10-21 01:36:18 MSD","2008-10-21 01:35:54 MSD",25088,Allocated,Allocated,unknown,"472fe480817b770babef22f6e2b68194","25056f06a75a82197469dad1999df070b45babd607a001b1b3cf4fde53b124c5",application/x-msdownload,dll
A0002443.dll,"m\public\«sdk«\inc -Id:\xpsprtm\public\«sdk«\inc\crt -D_X86_=1","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP5/A0002443.dll","2004-08-04 16:00:00 MSD","2008-10-21 04:50:42 MSD","2008-10-21 04:37:44 MSD","2004-08-04 16:00:00 MSD",825344,Allocated,Allocated,unknown,"8e19878192348e8bd426a389c942808e","027d4d0e4169660494813b1cb8464ba391ea6ffcb71b712820a0b1aa3ac517be",application/x-msdownload,dll
DataStore.edb,"crosoft .NET Framework «SDK« (English)
SOFTWARE\Micr","/img_var1.E01/vol_vol2/WINDOWS/SoftwareDistribution/DataStore/DataStore.edb","2008-10-30 19:47:58 MSK","2008-10-30 19:47:58 MSK","2008-10-30 19:47:58 MSK","2008-10-21 01:59:08 MSD",16785408,Allocated,Allocated,unknown,"646bd34e36d45871a0badb0a7b5c9c21","0daf8320b9f3d0ad717471dcee05df7f86c7b48f5af5586b289adba99819747b",application/octet-stream,edb
mqupgrd.dll,"MSMQOCM.INF
\setup\exchconn
\«sdk«\debug
\setup
mqupgrd/creatobj","/img_var1.E01/vol_vol2/WINDOWS/system32/mqupgrd.dll","2004-08-04 16:00:00 MSD","2008-10-21 04:53:09 MSD","2008-10-21 01:39:26 MSD","2004-08-04 16:00:00 MSD",48640,Unallocated,Allocated,unknown,"0834e1170e8be607b201770caa157c62","1804921cc5734c6b7c520ab1ae081e341da642b4869f7573f278594fe75bbfa8",application/x-msdownload,dll
wmipjobj.mfl,"Rights topic in the Platform «SDK« Base Services documentation","/img_var1.E01/vol_vol2/WINDOWS/system32/wbem/wmipjobj.mfl","2004-08-04 16:00:00 MSD","2008-10-21 01:35:00 MSD","2008-10-21 01:35:38 MSD","2008-10-21 01:35:00 MSD",44160,Allocated,Allocated,unknown,"54f3128bc76811b8f7ab97a9f57504db","b0ced4c1be76ba6e3ddc384ee6dbdd7322f38740a84fd6d763007b7daf80824a",text/plain,mfl
A0002445.dll,"application is compiled with «SDK« version (%d) but the currently","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP5/A0002445.dll","2004-08-04 16:00:00 MSD","2008-10-21 04:50:43 MSD","2008-10-21 04:37:44 MSD","2004-08-04 16:00:00 MSD",1179648,Allocated,Allocated,unknown,"42803ec60803c1a0754671e9183458f1","ac1cf0a12f26901e95a07344f14ee837c4d17caa19db907f66bb1600162967de",application/x-msdownload,dll
wmipjobj.mof,"Rights topic in the Platform «SDK« Base Services documentation","/img_var1.E01/vol_vol2/WINDOWS/system32/wbem/wmipjobj.mof","2004-08-04 16:00:00 MSD","2008-10-21 01:35:00 MSD","2008-10-21 01:35:37 MSD","2008-10-21 01:35:00 MSD",61208,Allocated,Allocated,unknown,"bfd680cd282c86b4b2dcb6de41ce4a8a","914a4ba54c543efc0ef68a774e0b9af5dfa796b40f760a622d0c3db6f9dd88b8",text/plain,mof
vbc.exe,"8Location of .NET Framework «SDK« directory (mscorlib.dll)","/img_var1.E01/vol_vol2/WINDOWS/ServicePackFiles/i386/vbc.exe","2007-06-27 16:59:58 MSD","2008-10-21 04:59:32 MSD","2008-10-21 04:59:32 MSD","2007-06-27 16:59:58 MSD",716800,Allocated,Allocated,unknown,"7ee7523b8e3231b24228df1af98e6ff1","345234ca86a928dd2bc5b4bbb55ee32364494ea7e448946d76c919706817c471",application/x-dosexec,exe
vbc7ui.chs.dll,"N UTF8 W[&{
0!.NET Fh
g «SDK« 
vMOn
 (mscorlib.dll)
S(W}T","/img_var1.E01/vol_vol2/WINDOWS/ServicePackFiles/i386/vbc7ui.chs.dll","2008-04-13 20:11:44 MSD","2008-10-21 05:00:30 MSD","2008-10-21 05:00:30 MSD","2008-04-13 20:11:44 MSD",126976,Allocated,Allocated,unknown,"0e6b5db9322628a0d2f1cb7a1121da4b","3d88e2bb62ca7b6b9de1de5c1b46932d0f333521f3fd53343398879d0bc15679",application/x-msdownload,dll
update.exe,"F79E
SVW`
SVW3
u }%
_^][
«Sdk«#SO
Z0Oi
L00/
iN|?
j<j5
_^][","/img_var1.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/e76b316b6389286fbb342d033e63f1ba/update/update.exe","2007-11-30 14:18:51 MSK","2008-10-29 19:33:11 MSK","2008-10-30 14:01:40 MSK","2008-10-29 19:32:41 MSK",755576,Allocated,Allocated,unknown,"0ff4e4e0dd01e7872d9c2013560fd4a7","fadc30d8a636762c424ff4f49d528f22d59c46c20c24c5c4b73badb4deb5e8a1",application/x-dosexec,exe
